seed,algorithm,mean_inference_time,total_steps,successful,path,stop_reason,path_vin,path_puct
16080,VI,0.024518587372519753,133,True,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (4, 12), (3, 12), (2, 12), (2, 13), (1, 13), (2, 13), (3, 13), (3, 14), (4, 14), (5, 14), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (7, 18), (7, 19), (8, 19), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (13, 8), (13, 9), (14, 9), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (14, 7), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (4, 12), (3, 12), (2, 12), (1, 12), (1, 13), (1, 14), (2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (6, 18), (6, 17), (6, 16), (6, 15), (6, 14), (6, 13), (6, 12), (6, 11), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (16, 10)]",Goal Reached,,
16080,VIN,0.006782404014042446,85,True,,Goal Reached,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (5, 5), (5, 6), (5, 7), (5, 8), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (3, 12), (2, 12), (2, 13), (1, 13), (1, 12), (1, 13), (2, 13), (3, 13), (3, 14), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (5, 18), (6, 18), (7, 18), (7, 19), (8, 19), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (15, 9), (15, 8), (14, 8), (13, 8), (13, 9), (13, 10), (14, 10), (15, 10), (15, 11), (16, 11), (16, 12), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (14, 7), (13, 7), (14, 7), (15, 7), (15, 8), (15, 9), (15, 10), (16, 10)]",
16080,PUCT,0.41350150923443657,117,False,,Live Lock Detected,,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (5, 5), (5, 6), (5, 7), (5, 8), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (3, 12), (2, 12), (2, 13), (1, 13), (1, 12), (1, 13), (2, 13), (3, 13), (3, 14), (4, 14), (4, 15), (5, 15), (5, 16), (5, 17), (5, 18), (6, 18), (7, 18), (7, 19), (8, 19), (8, 18), (9, 18), (9, 17), (10, 17), (11, 17), (12, 17), (13, 17), (13, 16), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (15, 9), (15, 8), (14, 8), (13, 8), (13, 9), (13, 10), (14, 10), (15, 10), (15, 11), (16, 11), (16, 12), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (14, 7), (13, 7), (14, 7), (13, 7), (12, 7), (11, 7), (11, 6), (11, 5), (10, 5), (9, 5), (10, 5), (9, 5), (8, 5), (7, 5), (6, 5), (5, 5), (5, 6), (5, 7), (4, 7), (5, 7), (5, 8), (5, 9), (4, 9), (3, 9), (3, 10), (3, 11), (3, 12), (2, 12), (2, 13), (2, 14), (1, 14), (1, 15), (1, 16), (1, 17), (0, 17), (1, 17), (0, 17), (1, 17), (0, 17), (1, 17)]"
19238,VI,0.024809819001417894,53,True,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (7, 6), (7, 7), (7, 8), (6, 8), (6, 9), (7, 9), (7, 10), (8, 10), (8, 9), (8, 8), (9, 8), (9, 7), (9, 6), (8, 6), (8, 7), (7, 7), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (5, 11), (5, 12), (5, 13), (4, 13), (3, 13), (3, 14), (3, 15), (2, 15), (1, 15), (1, 16), (2, 16), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (7, 17), (8, 17), (9, 17)]",Goal Reached,,
19238,VIN,0.006656050682067871,43,True,,Goal Reached,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (7, 11), (6, 11), (6, 10), (6, 9), (6, 8), (7, 8), (8, 8), (9, 8), (9, 7), (9, 6), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (9, 16), (9, 17)]",
19238,PUCT,0.4164417868568784,43,True,,Goal Reached,,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (7, 11), (6, 11), (6, 10), (6, 9), (6, 8), (7, 8), (8, 8), (9, 8), (9, 7), (9, 6), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (9, 17)]"
10402,VI,0.023927927017211914,46,True,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (14, 1), (15, 1), (16, 1), (16, 0), (15, 0), (15, 1), (15, 2), (16, 2), (16, 3), (16, 4), (17, 4), (18, 4), (18, 3), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9)]",Goal Reached,,
10402,VIN,0.006839260141900245,48,True,,Goal Reached,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (16, 0), (16, 1), (16, 2), (15, 2), (15, 1), (14, 1), (14, 2), (14, 3), (15, 3), (16, 3), (16, 4), (17, 4), (18, 4), (18, 3), (18, 2), (18, 3), (17, 3), (16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (11, 4), (10, 4), (10, 5), (10, 6), (10, 7), (9, 7), (9, 8), (9, 9), (8, 9)]",
10402,PUCT,0.40561566961572526,48,True,,Goal Reached,,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (14, 1), (15, 1), (15, 2), (16, 2), (16, 1), (16, 2), (16, 3), (16, 4), (17, 4), (18, 4), (18, 3), (18, 2), (17, 2), (16, 2), (16, 1), (16, 0), (15, 0), (15, 1), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (11, 3), (11, 4), (11, 5), (10, 5), (10, 6), (10, 7), (9, 7), (9, 8), (9, 9), (8, 9)]"
16575,VI,0.02030136585235596,11,True,"[(0, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5)]",Goal Reached,,
